id,Пол,Возраст,Вес,Проффесия,Высшее_образование
696,М,56,77,Сварщик,Да
697,М,45,75,Тренер по волейболу,Да
698,М,80,86,Тренер по волейболу,Да
699,Ж,21,53,Frontend-разработчик,Да
700,М,64,99,Тренер по киберспорту,Да
701,Ж,20,60,Таргетолог,Нет
702,М,68,76,Сантехник,Да
703,М,68,76,Сантехник,Да
704,М,68,76,Сантехник,Да
705,,69,72,Токарь,Да
706,Ж,66,82,Тренер по волейболу,Да
707,М,29,53,IOS-разработчик,Да
708,Ж,21,41,Блогер,Нет
709,Ж,21,41,Блогер,Нет
710,М,46,80,Тренер по футболу,Да
711,Ж,18,54,Копирайтер,Нет
712,М,225,72,Тренер по легкой атлетике,Да
713,Ж,21,85,Data scientist,Да
714,Ж,21,60,Фотограф,Нет
715,М,62,81,Тренер по киберспорту,Да
716,М,65,72,Маляр,Да
717,М,80,93,Тренер по волейболу,Да
718,Ж,18,50,Фотограф,Нет
719,М,30,86,IOS-разработчик,Да
720,М,30,86,IOS-разработчик,Да
721,,50,76,Маляр,Да
722,,50,76,Маляр,Да
723,М,56,82,Крановщик,Да
724,Ж,26,49,Frontend-разработчик,Да
725,Ж,26,49,Backend-разработчик,Да
726,Ж,21,62,Frontend-разработчик,Да
727,Ж,22,48,SMM-специалист,Нет
728,Ж,22,48,SMM-специалист,Нет
729,Ж,21,48,IOS-разработчик,Да
730,М,22,68,Frontend-разработчик,Да
731,М,52,73,Тренер по футболу,Да
732,М,254,80,Тренер по легкой атлетике,Да
733,Ж,49,97,Тренер по легкой атлетике,Да
734,Ж,49,97,Тренер по легкой атлетике,Да
735,Ж,49,97,Тренер по легкой атлетике,Да
736,Ж,49,97,Тренер по легкой атлетике,Да
737,Ж,24,55,SMM-специалист,Нет
738,Ж,25,90,Backend-разработчик,Да
739,Ж,57,89,Тренер по фитнесу,Да
740,Ж,57,89,Тренер по фитнесу,Да
741,М,69,84,Тренер по легкой атлетике,Да
742,Ж,23,1607,Таргетолог,Нет
743,М,57,82,Крановщик,Да
744,М,75,97,Тренер по киберспорту,Да
745,Ж,20,44,SMM-специалист,Нет
746,Ж,27,62,Backend-разработчик,Да
747,М,73,94,Сварщик,Да
748,М,55,86,Сварщик,Да
749,М,55,86,Сварщик,Да
750,М,28,61,Тестировщик,Да
751,М,28,86,IOS-разработчик,Да
752,М,207,92,Тренер по футболу,Да
753,М,70,95,Токарь,Да
754,Ж,47,84,Тренер по волейболу,Да
755,Ж,22,52,Фотограф,Нет
756,Ж,22,52,Фотограф,Нет
757,Ж,22,52,Фотограф,Нет
758,Ж,18,49,Фотограф,Нет
759,Ж,68,92,Тренер по легкой атлетике,Да
760,Ж,68,92,Тренер по легкой атлетике,Да
761,Ж,67,92,Тренер по легкой атлетике,Да
762,Ж,19,43,Копирайтер,Нет
763,М,70,73,Маляр,Да
764,Ж,26,65,Тестировщик,Да
765,М,22,80,Тестировщик,Да
766,М,22,80,Тестировщик,Да
767,М,22,80,Тестировщик,Да
768,М,53,83,Тренер по волейболу,Да
769,М,60,78,Маляр,Да
770,Ж,47,76,Тренер по волейболу,Да
771,,48,77,Маляр,Да
772,М,75,92,Маляр,Да
773,М,70,75,Токарь,Да
774,М,45,94,Тренер по легкой атлетике,Да
775,Ж,19,1009,Копирайтер,Нет
776,Ж,22,51,Копирайтер,Нет
777,Ж,20,40,Блогер,Нет
778,М,64,100,Маляр,Да
779,М,64,100,Маляр,Да
780,М,70,80,Тренер по фитнесу,Да
781,Ж,56,87,Тренер по волейболу,Да
782,Ж,69,74,Тренер по фитнесу,Да
783,М,66,98,Токарь,Да
784,М,66,98,Токарь,Да
785,Ж,18,60,SMM-специалист,Нет
786,М,50,73,Крановщик,Да
787,Ж,22,54,SMM-специалист,Нет
788,Ж,22,54,SMM-специалист,Нет
789,Ж,22,54,SMM-специалист,Нет
790,М,64,89,Тренер по киберспорту,Да
791,Ж,24,48,Таргетолог,Нет
792,М,24,50,Data scientist,Да
793,Ж,22,82,IOS-разработчик,Да
794,Ж,18,49,Фотограф,Нет
795,Ж,25,1489,Таргетолог,Нет
796,Ж,25,1489,Таргетолог,Нет
797,Ж,25,1489,Таргетолог,Нет
798,М,78,81,Маляр,Да
799,Ж,19,56,Фотограф,Нет
800,Ж,19,56,Фотограф,Нет
801,М,21,55,IOS-разработчик,Да
802,М,55,80,Сварщик,Да
803,М,65,74,Токарь,Да
804,М,65,74,Токарь,Да
805,Ж,20,54,Блогер,Нет
806,Ж,20,54,Блогер,Нет
807,Ж,21,49,Копирайтер,Нет
808,М,29,52,Data scientist,Да
809,М,29,52,Data scientist,Да
810,Ж,61,73,Тренер по волейболу,Да
811,М,29,62,Frontend-разработчик,Да
812,М,52,99,Токарь,Да
813,Ж,30,43,Data scientist,Да
814,Ж,21,43,Копирайтер,Нет
815,Ж,52,80,Тренер по фитнесу,Да
816,Ж,71,87,Тренер по волейболу,Да
817,М,78,71,Маляр,Да
818,М,59,80,Сварщик,Да
819,М,59,80,Сварщик,Да
820,Ж,24,1226,Таргетолог,Нет
821,,69,96,Токарь,Да
822,М,72,82,Тренер по волейболу,Да
823,М,47,74,Маляр,Да
824,М,79,99,Сварщик,Да
825,М,79,99,Сварщик,Да
826,М,79,99,Сварщик,Да
827,М,55,93,Маляр,Да
828,Ж,19,59,Фотограф,Нет
829,Ж,22,40,Data scientist,Да
830,Ж,21,59,Копирайтер,Нет
831,Ж,22,76,Тестировщик,Да
832,М,71,100,Крановщик,Да
833,Ж,47,86,Тренер по легкой атлетике,Да
834,Ж,47,86,Тренер по легкой атлетике,Да
835,Ж,47,86,Тренер по легкой атлетике,Да
836,Ж,69,73,Тренер по футболу,Да
837,Ж,69,71,Тренер по фитнесу,Да
838,Ж,30,79,Тестировщик,Да
839,Ж,20,56,Таргетолог,Нет
840,М,60,77,Сварщик,Да
841,Ж,77,86,Тренер по киберспорту,Да
842,Ж,25,40,Фотограф,Нет
843,М,28,51,IOS-разработчик,Да
844,М,24,83,Data scientist,Да
845,М,57,76,Маляр,Да
846,М,57,76,Маляр,Да
847,Ж,79,74,Тренер по волейболу,Да
848,М,74,96,Тренер по легкой атлетике,Да
849,Ж,30,52,Data scientist,Да
850,М,26,69,Тестировщик,Да
851,Ж,19,43,Копирайтер,Нет
852,Ж,21,45,Копирайтер,Нет
853,М,51,74,Тренер по волейболу,Да
854,М,27,41,IOS-разработчик,Да
855,Ж,22,55,Фотограф,Нет
856,Ж,21,59,Фотограф,Нет
857,М,68,77,Тренер по киберспорту,Да
858,М,68,77,Тренер по киберспорту,Да
859,М,58,94,Тренер по киберспорту,Да
860,Ж,25,69,IOS-разработчик,Да
861,М,22,79,,Да
862,М,22,79,,Да
863,Ж,22,51,Таргетолог,Нет
864,Ж,24,43,Фотограф,Нет
865,Ж,18,40,Таргетолог,Нет
866,Ж,18,40,Таргетолог,Нет
867,М,216,93,Тренер по киберспорту,Да
868,Ж,53,73,Тренер по киберспорту,Да
869,М,66,79,Сантехник,Да
870,М,75,80,Сварщик,Да
871,М,29,75,Frontend-разработчик,Да
872,М,64,76,Тренер по волейболу,Да
873,Ж,25,50,Фотограф,Нет
874,Ж,25,50,Фотограф,Нет
875,Ж,25,50,Фотограф,Нет
876,Ж,25,77,Frontend-разработчик,Да
877,М,58,71,Маляр,Да
878,М,26,72,Frontend-разработчик,Да
879,М,30,67,Data scientist,Да
880,Ж,53,96,Тренер по фитнесу,Да
881,М,28,83,Frontend-разработчик,Да
882,М,24,78,Data scientist,Да
883,М,24,78,Data scientist,Да
884,М,231,91,Тренер по фитнесу,Да
885,,66,76,Маляр,Да
886,М,58,79,Маляр,Да
887,Ж,21,59,Копирайтер,Нет
888,М,45,87,Тренер по легкой атлетике,Да
889,М,20,71,Data scientist,Да
890,М,51,97,Маляр,Да
891,Ж,22,1197,Таргетолог,Нет
892,Ж,22,1197,Таргетолог,Нет
893,М,22,85,IOS-разработчик,Да
894,М,22,85,IOS-разработчик,Да
895,М,64,92,Тренер по футболу,Да
896,Ж,23,49,Копирайтер,Нет
897,Ж,23,49,Копирайтер,Нет
898,Ж,23,49,Копирайтер,Нет
899,М,57,100,Крановщик,Да
900,М,47,86,Крановщик,Да
901,Ж,49,73,Тренер по волейболу,Да
902,Ж,49,73,Тренер по волейболу,Да
903,Ж,21,90,Тестировщик,Да
904,Ж,75,91,Тренер по легкой атлетике,Да
905,Ж,61,85,Тренер по футболу,Да
906,Ж,61,85,Тренер по футболу,Да
907,Ж,61,85,Тренер по футболу,Да
908,Ж,61,85,Тренер по футболу,Да
909,,70,81,Токарь,Да
910,Ж,57,79,Тренер по волейболу,Да
911,М,63,100,Крановщик,Да
912,Ж,22,41,Фотограф,Нет
913,Ж,68,74,Тренер по легкой атлетике,Да
914,Ж,22,74,Backend-разработчик,Да
915,М,56,76,Токарь,Да
916,Ж,56,100,Тренер по фитнесу,Да
917,Ж,78,91,Тренер по футболу,Да
918,Ж,18,40,Фотограф,Нет
919,Ж,79,78,Тренер по легкой атлетике,Да
920,Ж,74,90,Тренер по фитнесу,Да
921,Ж,19,41,SMM-специалист,Нет
922,М,237,75,Тренер по легкой атлетике,Да
923,М,29,41,Data scientist,Да
924,М,50,92,Маляр,Да
925,М,63,86,Крановщик,Да
926,Ж,22,44,IOS-разработчик,Да
927,Ж,22,44,IOS-разработчик,Да
928,М,28,61,,Да
929,Ж,18,54,SMM-специалист,Нет
930,М,25,60,Тестировщик,Да
931,Ж,19,57,Таргетолог,Нет
932,Ж,25,63,Frontend-разработчик,Да
933,Ж,25,63,Frontend-разработчик,Да
934,М,72,94,Сантехник,Да
935,Ж,237,96,Тренер по волейболу,Да
936,Ж,18,43,Таргетолог,Нет
937,Ж,18,43,Таргетолог,Нет
938,Ж,18,43,Таргетолог,Нет
939,Ж,23,49,Фотограф,Нет
940,Ж,23,49,Фотограф,Нет
941,Ж,71,87,Тренер по легкой атлетике,Да
942,Ж,71,87,Тренер по легкой атлетике,Да
943,Ж,71,87,Тренер по легкой атлетике,Да
944,Ж,23,79,Backend-разработчик,Да
945,М,24,44,Frontend-разработчик,Да
946,М,24,44,Frontend-разработчик,Да
947,М,24,44,Frontend-разработчик,Да
948,М,28,51,Backend-разработчик,Да
949,М,51,83,Сварщик,Да
950,М,20,56,IOS-разработчик,Да
951,М,70,91,Сантехник,Да
952,Ж,19,53,Фотограф,Нет
953,Ж,20,64,Data scientist,Да
954,М,24,44,,Да
955,Ж,55,70,Тренер по футболу,Да
956,Ж,55,70,Тренер по футболу,Да
957,,66,100,Токарь,Да
958,Ж,22,56,Фотограф,Нет
959,М,71,82,Тренер по футболу,Да
960,М,60,96,Сантехник,Да
961,М,60,96,Сантехник,Да
962,М,55,97,Тренер по легкой атлетике,Да
963,М,55,97,Тренер по легкой атлетике,Да
964,М,55,97,Тренер по легкой атлетике,Да
965,Ж,20,71,Frontend-разработчик,Да
966,Ж,72,81,Тренер по фитнесу,Да
967,Ж,72,81,Тренер по фитнесу,Да
968,Ж,213,74,Тренер по легкой атлетике,Да
969,М,79,78,Сварщик,Да
970,М,22,83,Data scientist,Да
971,,49,75,Маляр,Да
972,Ж,30,49,Backend-разработчик,Да
973,М,70,99,Токарь,Да
974,Ж,25,40,Фотограф,Нет
975,Ж,20,42,SMM-специалист,Нет
976,Ж,20,42,SMM-специалист,Нет
977,Ж,22,80,Data scientist,Да
978,Ж,23,47,Копирайтер,Нет
979,М,73,77,Тренер по фитнесу,Да
980,Ж,57,71,Тренер по волейболу,Да
981,М,27,48,Backend-разработчик,Да
982,М,217,82,Тренер по легкой атлетике,Да
983,М,50,72,Тренер по волейболу,Да
984,Ж,25,71,IOS-разработчик,Да
985,М,30,58,Тестировщик,Да
986,М,24,73,IOS-разработчик,Да
987,М,65,92,Сантехник,Да
988,Ж,25,42,Блогер,Нет
989,Ж,20,1949,Таргетолог,Нет
990,М,74,90,Тренер по волейболу,Да
991,Ж,46,100,Тренер по легкой атлетике,Да
992,М,56,84,Сварщик,Да
993,Ж,75,89,Тренер по фитнесу,Да
994,М,21,74,Backend-разработчик,Да
995,Ж,23,51,Блогер,Нет
996,,73,71,Токарь,Да
997,М,57,71,Крановщик,Да
998,Ж,26,55,Data scientist,Да
999,М,67,95,Тренер по легкой атлетике,Да
1000,Ж,23,52,Блогер,Нет
1001,Ж,21,44,Блогер,Нет
1002,Ж,62,91,Тренер по фитнесу,Да
1003,Ж,20,60,SMM-специалист,Нет
1004,Ж,289,80,Тренер по киберспорту,Да
1005,М,24,88,Тестировщик,Да
1006,М,67,70,Крановщик,Да
1007,М,22,66,Тестировщик,Да
1008,М,46,100,Сварщик,Да
1009,М,74,70,Тренер по легкой атлетике,Да
1010,Ж,80,93,Тренер по киберспорту,Да
1011,М,78,86,Сварщик,Да
1012,Ж,20,1784,Копирайтер,Нет
1013,Ж,20,1784,Копирайтер,Нет
1014,Ж,64,99,Тренер по киберспорту,Да
1015,М,28,56,Тестировщик,Да
1016,Ж,23,52,Таргетолог,Нет
1017,Ж,21,81,Backend-разработчик,Да
1018,Ж,21,81,Backend-разработчик,Да
1019,М,53,89,Крановщик,Да
1020,М,69,85,Тренер по киберспорту,Да
1021,М,56,92,Токарь,Да
1022,Ж,79,95,Тренер по футболу,Да
1023,Ж,29,80,Frontend-разработчик,Да
1024,М,65,79,Сантехник,Да
1025,Ж,56,70,Тренер по футболу,Да
1026,Ж,23,42,SMM-специалист,Нет
1027,М,56,92,Тренер по киберспорту,Да
1028,Ж,18,42,Фотограф,Нет
1029,М,76,95,Тренер по киберспорту,Да
1030,Ж,68,74,Тренер по футболу,Да
1031,Ж,29,90,Data scientist,Да
1032,Ж,25,54,Копирайтер,Нет
